word,sentiment,n
zow,positive,2
zsa,negative,2
zschering,negative,2
zsigmond,negative,2
zubeidaa,positive,2
zuccon,negative,2
zucker's,negative,2
zuckers,positive,2
zucovic,positive,2
zues,negative,2
zuger,negative,2
zugurt,negative,2
zukor,positive,2
zuni,negative,2
zurer,negative,2
zurich,negative,2
zuzz,positive,2
zvezda,negative,2
zwart,negative,2
zy,positive,2
zz,negative,2
zzzzzzzzzzzz,negative,2
zzzzzzzzzzzzz,negative,2
zázvorková,positive,2
zübert,negative,2
á,negative,2
âme,positive,2
är,positive,2
élan,negative,2
était,positive,2
ís,positive,2
óli,positive,2
0.02,positive,1
0.10,positive,1
0.2,positive,1
0.48,positive,1
0.7,negative,1
0.75,positive,1
0.79,positive,1
0.89,negative,1
00.01,positive,1
0000000000001,negative,1
00000001,negative,1
00015,negative,1
003830,positive,1
006,positive,1
0069,negative,1
007s,positive,1
009,negative,1
0093638,positive,1
00schneider,positive,1
0126,positive,1
0148,positive,1
01pm,negative,1
020410,positive,1
0230,negative,1
029,negative,1
039,positive,1
041,negative,1
044,positive,1
050,negative,1
05nomactr.asp,negative,1
0615,positive,1
06th,positive,1
07b,positive,1
087,negative,1
089,positive,1
0and,negative,1
0f,positive,1
0ne,positive,1
0r,positive,1
0s,negative,1
0tt,positive,1
1'40,negative,1
1'53,negative,1
"1,000,000,000",negative,1
"1,000,000,000,000",negative,1
"1,000s",positive,1
"1,2",negative,1
"1,2,3",positive,1
"1,2,3,4,5",positive,1
"1,2,3,5",negative,1
"1,234",positive,1
"1,238.67",negative,1
"1,3",negative,1
"1,3",positive,1
"1,300",negative,1
"1,300",positive,1
"1,4,2,3",positive,1
"1,400",positive,1
"1,430",negative,1
"1,50",positive,1
"1,500",positive,1
"1,500,000",positive,1
"1,5h",positive,1
"1,600",negative,1
"1,65m",negative,1
"1,700",negative,1
"1,750",negative,1
"1,9",negative,1
"1,999,999",negative,1
1.00,positive,1
1.000,positive,1
1.000.000,negative,1
1.07,negative,1
1.15am,negative,1
1.19,negative,1
1.2,negative,1
1.20,negative,1
1.28,positive,1
1.30am,positive,1
1.3516,positive,1
1.4,positive,1
1.44,negative,1
1.44mb,negative,1
1.44megabytes,negative,1
1.47,positive,1
1.49,negative,1
1.4x,negative,1
1.60,positive,1
1.66,positive,1
1.75,negative,1
1.78,positive,1
1.8,positive,1
1.89,negative,1
1.9,negative,1
1.95,negative,1
1.95,positive,1
1.985,negative,1
"10,000,000",negative,1
"10,531st",negative,1
10.0,negative,1
10.0,positive,1
10.06.03,positive,1
10.1,positive,1
10.4,positive,1
10.75,positive,1
10.95,positive,1
10.99,positive,1
"100,000,000",negative,1
"100,000dm",negative,1
"100,001",negative,1
100.00,negative,1
100.00,positive,1
10000,positive,1
10000000000,positive,1
10000000000000,negative,1
10000th,negative,1
1000lb,negative,1
1000s,positive,1
1000th,positive,1
1001,negative,1
1004,negative,1
100b,negative,1
100bt,negative,1
100ibs,negative,1
100k,negative,1
100m,positive,1
100miles,positive,1
100mins,negative,1
100mph,negative,1
100times,negative,1
100x,positive,1
100yards,negative,1
102nd,positive,1
1040,positive,1
1040a,positive,1
1040s,positive,1
1050,negative,1
105lbs,negative,1
106min,positive,1
1080,negative,1
1080p,negative,1
10_,negative,1
10am,negative,1
10ft,negative,1
10ish,negative,1
10lines,negative,1
10mil,negative,1
10min,negative,1
10mins,negative,1
10minutes,negative,1
10minutes,positive,1
10p.m,negative,1
10pm,positive,1
10star,positive,1
10x,positive,1
10x's,negative,1
10yo,positive,1
10yrs,positive,1
"11,000",positive,1
"11,2001",positive,1
11.14,negative,1
11.50,positive,1
11.95,negative,1
1100,negative,1
11001001,positive,1
1100ad,negative,1
110min,negative,1
110mph,negative,1
113min,negative,1
113minutes,negative,1
1146,negative,1
116minutes,positive,1
11706,positive,1
118,negative,1
119,negative,1
11am,negative,1
11f,negative,1
11m,negative,1
11ths,positive,1
11yr,negative,1
"12,367",negative,1
12.00,negative,1
12.000.000,negative,1
12.01,negative,1
12.30pm,positive,1
"120,000.00",positive,1
1200f,negative,1
1201,negative,1
1202,negative,1
120kmph,positive,1
121,positive,1
122,negative,1
122,positive,1
123,positive,1
"123,000,000",negative,1
12383499143743701,negative,1
123k,negative,1
124,negative,1
1249,positive,1
"125,000",positive,1
125.00,positive,1
125m,positive,1
128,negative,1
129,negative,1
12hr,positive,1
12mm,positive,1
12nd,positive,1
12p,negative,1
12s,negative,1
12x,negative,1
12yr,negative,1
12yrs,positive,1
"13,15,16",negative,1
"13,260",negative,1
13.00,negative,1
"130,000",negative,1
130.000,negative,1
1300,negative,1
130000,positive,1
1300s,negative,1
1300s,positive,1
131,positive,1
1318,negative,1
132,negative,1
133,positive,1
134,negative,1
135m,negative,1
136,positive,1
13848,positive,1
139,positive,1
13itching,negative,1
13k,negative,1
13s,negative,1
13s,positive,1
"14,000,000",negative,1
14.00,negative,1
14.89,negative,1
14.98,positive,1
14.99,negative,1
140hp,negative,1
141,negative,1
1415,positive,1
142,negative,1
142,positive,1
143,negative,1
1433421,negative,1
144,negative,1
145,negative,1
145,positive,1
1453,positive,1
1454,negative,1
145th,positive,1
1470,positive,1
1473,negative,1
1479,negative,1
148,positive,1
148.00,positive,1
149,negative,1
1490s,negative,1
14ieme,positive,1
14m,negative,1
14yr,negative,1
"15,000,000",positive,1
"15,000.00",negative,1
15.00,negative,1
15.3,negative,1
150.00,negative,1
1500.00,negative,1
15000,negative,1
1500b,positive,1
1500s,positive,1
150_worst_cases_of_nepotism,negative,1
150m,positive,1
150th,positive,1
151,negative,1
152,negative,1
152,positive,1
"152,000,000",negative,1
153,positive,1
1532,negative,1
1547,negative,1
155,negative,1
155,positive,1
155ºf,negative,1
156,negative,1
1561,negative,1
157th,positive,1
158,negative,1
1594,positive,1
1598,positive,1
15am,positive,1
15apr08,positive,1
15ft,negative,1
15k,negative,1
15mins,negative,1
15mins,positive,1
15minutes,negative,1
15mts,negative,1
15pa,positive,1
15pm,negative,1
15pm,positive,1
"16,000",negative,1
16.9,positive,1
16.97,positive,1
1602,negative,1
1604,negative,1
1606,negative,1
160lbs,negative,1
1610,negative,1
1611,positive,1
162,positive,1
1620,negative,1
1621,positive,1
163,positive,1
"163,000",negative,1
164,negative,1
1647,negative,1
166,negative,1
166,positive,1
1660s,positive,1
167,negative,1
1679,negative,1
1683,negative,1
1692,positive,1
16a,positive,1
16b,positive,1
16ieme,positive,1
16k,negative,1
16x9,positive,1
16éme,positive,1
"17,000",negative,1
"17,000",positive,1
"17,2003",negative,1
"17,500",positive,1
17.46,negative,1
17.75,negative,1
1700s,positive,1
1701,negative,1
1709,positive,1
1709s,negative,1
170x,negative,1
171,positive,1
1710,negative,1
1720,negative,1
1740,positive,1
1754,negative,1
1758,negative,1
1759,positive,1
1763,negative,1
176th,positive,1
177,negative,1
177,positive,1
1790,positive,1
1790s,negative,1
1792,negative,1
1792,positive,1
1793,positive,1
1794,negative,1
17million,negative,1
17yo,positive,1
"18,000",negative,1
"18,000,000",negative,1
18.00,positive,1
1800hrs,positive,1
1800mph,positive,1
1801,positive,1
1805,negative,1
1809,positive,1
180d,negative,1
180s,negative,1
181,positive,1
1812,positive,1
18137,negative,1
1814,positive,1
1816,negative,1
1816,positive,1
182,negative,1
182,positive,1
1820,negative,1
1821,negative,1
1823,negative,1
1829,positive,1
1830,negative,1
1832,positive,1
1835,negative,1
1837,negative,1
1838,positive,1
1839,negative,1
1840s,positive,1
1841,positive,1
1844,positive,1
1845,positive,1
1846,negative,1
1850ies,positive,1
1853,negative,1
1857,positive,1
1858,positive,1
1861,negative,1
1862,negative,1
1864,negative,1
1864,positive,1
1867,negative,1
1868,negative,1
1868,positive,1
187,negative,1
"187,000,000",negative,1
1871,negative,1
1874,negative,1
1875,positive,1
188,negative,1
1880s,negative,1
1881,negative,1
1882,negative,1
1886,negative,1
1887,positive,1
1888,negative,1
1889,negative,1
188o,positive,1
1893,negative,1
1894,negative,1
1897,negative,1
1897,positive,1
1899,positive,1
18s,negative,1
18s,positive,1
18year,positive,1
"19,000,000",positive,1
"19,863,221",negative,1
19.30,negative,1
19.99,positive,1
190,negative,1
1901,negative,1
1904,negative,1
1905,negative,1
1906,negative,1
1910s,negative,1
1912,negative,1
192,negative,1
192,positive,1
1920ies,positive,1
1930ies,positive,1
193o's,positive,1
194,negative,1
1949er,negative,1
1950ies,negative,1
19546,negative,1
"1955,1956,1957",positive,1
1961s,negative,1
197,negative,1
1970ies,positive,1
1970ish,positive,1
1970s.i,negative,1
19796,negative,1
197o,positive,1
197something,negative,1
198,positive,1
198.00,positive,1
1980ies,positive,1
1980sness,positive,1
1982s,negative,1
1983s,negative,1
1984ish,negative,1
1984ish,positive,1
198os,negative,1
199,negative,1
1990ies,negative,1
1995s,negative,1
19k,positive,1
19sep2009,positive,1
19thc,positive,1
19zkkeonjpo,positive,1
1and,negative,1
1h,positive,1
1h30,positive,1
1h40m,negative,1
1h45,negative,1
1h53,positive,1
1hour17min,negative,1
1m,positive,1
1million,negative,1
1million,positive,1
1min,negative,1
1mln,negative,1
1o,positive,1
1ton,negative,1
1tv.ru,negative,1
1v,positive,1
1ç,negative,1
2'11,negative,1
"2,000,000",negative,1
"2,000,000",positive,1
"2,000.00",positive,1
"2,3,4",positive,1
"2,300",negative,1
"2,300",positive,1
"2,5",negative,1
"2,5",positive,1
"2,50",negative,1
"2,819",positive,1
"2,837",negative,1
2.00am,positive,1
2.02,positive,1
2.14,positive,1
2.19,positive,1
2.25,positive,1
2.4,positive,1
2.40,positive,1
2.59,negative,1
2.5hrs,negative,1
2.5m,negative,1
2.7,positive,1
2.8.08,positive,1
"20,000,000",positive,1
20.00,positive,1
20.000,negative,1
200.00,negative,1
200.00,positive,1
200.000,negative,1
20000,negative,1
200000,negative,1
20001,positive,1
2000ad,positive,1
2000km,negative,1
2004s,positive,1
20061114,negative,1
20080107,negative,1
200911290000,positive,1
200ft,negative,1
200k,negative,1
200l,positive,1
200mph,negative,1
200x,positive,1
201,negative,1
201,positive,1
2011,negative,1
2013,negative,1
2015,negative,1
2019,negative,1
2019,positive,1
202,positive,1
2020,positive,1
2030,negative,1
2030,positive,1
2032,positive,1
2033,negative,1
2033,positive,1
2035,positive,1
2036,negative,1
2038,positive,1
204,negative,1
2044,positive,1
2045,negative,1
2046,negative,1
2050,negative,1
2050,positive,1
2053,positive,1
2060,negative,1
2069,negative,1
2070,negative,1
2080,negative,1
2090,positive,1
20c,negative,1
20c,positive,1
20ft,negative,1
20g's,negative,1
20ies,negative,1
20k,positive,1
20m,negative,1
20mins,negative,1
20minutes,positive,1
20p,negative,1
20perr,positive,1
20pm,negative,1
20s.what,negative,1
20ties,negative,1
20widow,positive,1
20x,negative,1
20year,negative,1
"21,2006",positive,1
210,positive,1
2100,negative,1
211772166650071408,positive,1
2136,negative,1
214,positive,1
215,positive,1
2151,positive,1
21699,negative,1
21849889,positive,1
21849890,positive,1
21849907,positive,1
219,negative,1
"22,000",negative,1
22.5,positive,1
220,negative,1
2200,negative,1
22101,positive,1
222,positive,1
2257,positive,1
225mins,negative,1
227th,positive,1
229,negative,1
229,positive,1
22d,negative,1
22h45,negative,1
22m,positive,1
22mins,negative,1
"23,978",negative,1
23.01.09,negative,1
23.2,positive,1
230,negative,1
230am,positive,1
230lbs,negative,1
230mph,positive,1
231,negative,1
234,negative,1
2345,positive,1
2346,positive,1
235th,negative,1
236,negative,1
2370bce,negative,1
23d,negative,1
"24,000",positive,1
"24,1861",positive,1
240,negative,1
240,positive,1
2400,positive,1
241,negative,1
241,positive,1
2412,negative,1
2415,negative,1
243,positive,1
248,positive,1
2480,positive,1
249,negative,1
24h,negative,1
24k,positive,1
24m30s,negative,1
24mar2001,positive,1
24p,positive,1
24years,negative,1
24yr,positive,1
25.00,negative,1
2500,negative,1
250000,positive,1
2506,positive,1
2520,negative,1
25c,negative,1
25k,positive,1
25million,negative,1
25min,negative,1
25s,negative,1
25year,positive,1
25yrs,positive,1
26.10.2004,positive,1
26.5,positive,1
260,positive,1
"260,000",positive,1
261k,negative,1
262,positive,1
2642,negative,1
265,negative,1
269,negative,1
269,positive,1
"27,000",negative,1
"27,000",positive,1
"27,850",positive,1
2700,negative,1
273,positive,1
2737487,negative,1
274,negative,1
"274,620,000",positive,1
27th,negative,1
27x41,positive,1
"28,000,000",negative,1
280,negative,1
"280,000",positive,1
285,negative,1
288,negative,1
28s,positive,1
29.0,positive,1
29.95,negative,1
2900,negative,1
2900s,negative,1
29s,negative,1
2am,positive,1
2c,negative,1
2cents,negative,1
2cops,negative,1
2cvs,positive,1
2dimensional,negative,1
2fast,positive,1
2ftm,negative,1
2furious,positive,1
2gether,positive,1
2h30,positive,1
2hour,positive,1
2hours,positive,1
2hr,positive,1
2in,negative,1
2inch,negative,1
2lb,positive,1
2m,negative,1
2min,positive,1
2more,negative,1
2nd.it,positive,1
2oo4,positive,1
2oo5,positive,1
2pac,positive,1
2pm,positive,1
2point4,positive,1
2s,positive,1
"3,4",negative,1
"3,469",negative,1
"3,5",positive,1
"3,610",positive,1
"3,849",negative,1
3.0,positive,1
3.00,positive,1
3.08,negative,1
3.1416,negative,1
3.2,positive,1
3.25,positive,1
3.30,negative,1
3.30am,negative,1
3.4,negative,1
3.45,negative,1
3.6,negative,1
3.7,positive,1
3.75,negative,1
3.79,negative,1
3.8,negative,1
3.88,negative,1
3.9,positive,1
3.93,negative,1
3.95,positive,1
30'000'000'000,positive,1
"30,00",negative,1
"300,000,000",negative,1
3001837218936089620,positive,1
300ad,negative,1
300c,positive,1
300lb,negative,1
300lbs,negative,1
300mln,positive,1
3012,positive,1
303,positive,1
305,positive,1
3064,positive,1
30ft,negative,1
30i,positive,1
30ish,negative,1
30ish,positive,1
30k,negative,1
30lbs,positive,1
30mins,positive,1
30minutes,negative,1
30mm,positive,1
30mph,negative,1
30s.like,positive,1
30something,positive,1
30th.i,positive,1
30ties,negative,1
30yr,negative,1
310,positive,1
315,negative,1
3199,negative,1
320,negative,1
320.65,positive,1
3200,positive,1
320x180,negative,1
"327,000,000",positive,1
32lb,negative,1
32nd,positive,1
32x,negative,1
330am,positive,1
330mins,negative,1
332960073452,positive,1
333,negative,1
336th,negative,1
338,negative,1
33bc,positive,1
33m,negative,1
33rd,positive,1
"34,000",negative,1
346,negative,1
3462,positive,1
347,positive,1
34c,negative,1
35.00,positive,1
"350,000",negative,1
3500,negative,1
351,positive,1
35c,positive,1
35mins,positive,1
35pm,negative,1
35s,positive,1
35th,positive,1
360remake,positive,1
360s,negative,1
362,negative,1
36310,negative,1
365,negative,1
365,positive,1
"37,800,000",positive,1
37.00,positive,1
37.5,negative,1
370,positive,1
372,positive,1
372nd,negative,1
373,positive,1
37449ing,negative,1
378,positive,1
37ad,negative,1
37c,negative,1
"38,000",negative,1
38.1,negative,1
38.3,negative,1
3850,negative,1
387,negative,1
38s,negative,1
38th,positive,1
392,positive,1
395,negative,1
395,positive,1
39811,negative,1
39d,negative,1
39th,positive,1
3am,positive,1
3bs,negative,1
3colours,positive,1
3dfx,negative,1
3dvd,negative,1
3h,positive,1
3hr,positive,1
3k,positive,1
3lbs,negative,1
3mins,negative,1
3p0,positive,1
3pm,negative,1
3po,negative,1
3po's,negative,1
3rd's,positive,1
3who,positive,1
3x,negative,1
3x,positive,1
3x5,negative,1
3yrs,negative,1
3yrs,positive,1
4'11,negative,1
"4,000,000",positive,1
"4,200",positive,1
"4,5",positive,1
"4,500",positive,1
"4,70",negative,1
4.000,positive,1
4.25,negative,1
4.28,negative,1
4.30,negative,1
4.5hrs,negative,1
4.61,negative,1
4.7,positive,1
4.8,positive,1
4.80,negative,1
4.88,positive,1
4.9,positive,1
4.9484,positive,1
"40,000.00",positive,1
40.00,positive,1
"400,000",negative,1
"400,000",positive,1
"400,000.00",positive,1
400.00,negative,1
400.00,positive,1
400.000,positive,1
40000,positive,1
400000,negative,1
400lb,negative,1
401k,negative,1
405,negative,1
406,positive,1
40am,negative,1
40k,negative,1
40kms,negative,1
40min,negative,1
40mph,negative,1
40mph,positive,1
40something,negative,1
40yr,positive,1
"425,000",negative,1
426,negative,1
426,positive,1
428,positive,1
42m,negative,1
"44,000,000",positive,1
440,negative,1
440.00,positive,1
4400,positive,1
442nd,negative,1
44c,positive,1
44yrs,negative,1
"45,000",positive,1
"450,000",negative,1
4500,negative,1
4500,positive,1
451,positive,1
454,negative,1
45am,negative,1
45am,positive,1
45ish,negative,1
45m,positive,1
45min,negative,1
45mins,positive,1
45rpm,positive,1
45s,negative,1
45th,positive,1
460,positive,1
465,positive,1
475,negative,1
475,positive,1
477,negative,1
"48,000,000",negative,1
480m,positive,1
480p,negative,1
48th,negative,1
49.9,negative,1
49.95,negative,1
49.95,positive,1
4cylinder,negative,1
4d,negative,1
4d,positive,1
4eva,positive,1
4f,positive,1
4got,positive,1
4h,negative,1
4h,positive,1
4hrs,negative,1
4kids.it,positive,1
4m,negative,1
4m,positive,1
4o,positive,1
4out5,positive,1
4pm,positive,1
4q2,positive,1
4s,positive,1
4times,positive,1
